username	tweet	replies	retweets	likes	hashtags	link	tweet_id	polarity	date	time
HimanshuB71	@DHLExpressIndia 1) Rohit Sharma 2) Kieron Pollard 3) Jasprit Bumrah  #WhoAmI #DHL #contest  #contestalert #contestindia #mumbaiindians #theteambehindtheteam @DHLExpressIndia  Join - @kanakbhardwaj51 @kamnabhardwaj21 @anilkb1961 @tarunkrekha @gunjan4ever @iHimanshu_71 WhoAmI,DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	0	['WhoAmI', 'contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/HimanshuB71/status/1438478450042433538	1438478450042433538	1	2021-09-16	20:22:42
BullaurBear	@DHLExpressIndia 1) Krunal Pandya 2) Suryakumar Yadav 3) Trent Boult   @DHLExpressIndia  #DHL #contest  #contestalert #contestindia #mumbaiindians #theteambehindtheteam  Join: @Aditya69052707 @KRITI28433489 @ronik15200139 DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	0	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/BullaurBear/status/1438478407935795203	1438478407935795203	1	2021-09-16	20:22:32
MoriParth	@DHLExpressIndia 1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack @DHLExpressIndia Join @akashnambiarr  @more_orji  @pavnisharma17 DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	0	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/MoriParth/status/1438478380198813698	1438478380198813698	1	2021-09-16	20:22:26
nekRanka9	@DHLExpressIndia 1) Rohit Sharma 💙 2) Kieron Pollard 💙 3) Jasprit Bumrah💙💙💙💙💙💙💙💙💙  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	0	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/nekRanka9/status/1438478138992840712	1438478138992840712	1	2021-09-16	20:21:28
MoriParth	@DHLExpressIndia 1. Krunal Pandya 2. Suryakumar Yadav 3. Trent Boult   #DHL #contest #contestalert #contestindia #mumbaiindians #theteambehindtheteam @DHLExpressIndia  Join @PradipBarad3333 @akashnambiarr @ultra_instincts DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	0	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/MoriParth/status/1438478069107335170	1438478069107335170	1	2021-09-16	20:21:11
anuradhakarunak	@DHLExpressIndia DHL Express India   1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack  @AvkarunaV DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	0	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/anuradhakarunak/status/1438478040703537157	1438478040703537157	1	2021-09-16	20:21:05
Aishhwaryaa1	@DHLExpressIndia 1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI  #MumbaiIndians  #PaltanIsBack Join  @SujithDifferent  @SanghviRuchika @misssmita3 @Sana_Tokre @mysterioussu DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	2	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/Aishhwaryaa1/status/1438477539769421824	1438477539769421824	1	2021-09-16	20:19:05
SanjayJ45449140	@DHLExpressIndia 1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack @DHLExpressIndia  @abha_mishra19 @Simple_Silyy @sarigupta9 @Kajalsaxena1231 @Sheetukankariy1 DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	0	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/SanjayJ45449140/status/1438477518638510085	1438477518638510085	1	2021-09-16	20:19:00
starkumud	@DHLExpressIndia 1) Krunal Pandya 2) Suryakumar Yadav 3) Trent Boult   @DHLExpressIndia  #DHL #contest  #contestalert #contestindia #mumbaiindians #theteambehindtheteam  Join: @Cutitweety  @Panakj  @shah_himanshu77  @CjChiranjeevi   @Pranay    ❤ DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	0	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/starkumud/status/1438477460274700295	1438477460274700295	1	2021-09-16	20:18:46
ShivakumarMsk01	@DHLExpressIndia 1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah #DHL #contest #TheTeamBehindTheTeam @DHLExpressIndia DHL,contest,TheTeamBehindTheTeam	0	0	0	['DHL', 'contest', 'TheTeamBehindTheTeam']	https://twitter.com/ShivakumarMsk01/status/1438476855254798336	1438476855254798336	1	2021-09-16	20:16:22
K16Santosh	@DHLExpressIndia 1) Rohit Sharma 2) Jasprit Bumrah 3) Kieron Pollard  @DHLExpressIndia  #DHL #contest  #contestalert #contestindia #mumbaiindians #theteambehindtheteam  Join: @RajeshHegdeBlr @NYerradla  @SS_Tanwar  @sdasindia  @K16Santosh @Shubham_1176 @PallabiOfficial @deveshri1989 DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	3	0	2	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/K16Santosh/status/1438476661041741832	1438476661041741832	1	2021-09-16	20:15:36
SurbhiSingal7	@DHLExpressIndia 1 - Rohit Sharma 2- Jasprit Bumrah 3- Kieron Pollard #DHL #contest #TheTeamBehindTheTeam DHL,contest,TheTeamBehindTheTeam	0	0	0	['DHL', 'contest', 'TheTeamBehindTheTeam']	https://twitter.com/SurbhiSingal7/status/1438476414320218119	1438476414320218119	1	2021-09-16	20:14:37
PreetiSanghavi1	@DHLExpressIndia 1. Rohit Sharma  2. Kieron Pollard  3. Jasprit Bumrah    #DHL #contest #contestalert #contestindia #mumbaiindians #theteambehindtheteam @DHLExpressIndia @siyodiya @HemantSanghavi @bhavnajain189 @cuteushakumari @jainusha30 DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	0	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/PreetiSanghavi1/status/1438476126335111174	1438476126335111174	1	2021-09-16	20:13:28
SapnaChawla84	@DHLExpressIndia 1. krunal Pandya 2. Surya Kumar Yadav  3. Trent Boult @dhlexpressindia  #DHL #contest #contestalert #contestindia #mumbaiindians #theteambehindtheteam  Tagging  @prashpatel_ @RaviKum75193040 @TheIndianKapil @mysterioussu @v_srikanth70 DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	2	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/SapnaChawla84/status/1438475624432078851	1438475624432078851	1	2021-09-16	20:11:29
GauravP26479152	@DHLExpressIndia 1) Krunal Pandya 2) Suryakumar Yadav 3) Trent Boult  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack @DHLExpressIndia Tags @NikitaBobade3  @porwal_sarika  @Vimla70460529  @SudhirKumarji01  @Chandra56039776 DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	0	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/GauravP26479152/status/1438475564810002434	1438475564810002434	1	2021-09-16	20:11:14
diptija55836457	@DHLExpressIndia DHL Express India   1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI  #MumbaiIndians  #PaltanIsBack  Tag @Mahima_Khandal @Nehathegreat1 @Mahima_Khandal @KpParmar98 @vinaykalra3 @khemka_nidhi @abha_mishra19 @HetalWadhan DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	1	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/diptija55836457/status/1438475484967342080	1438475484967342080	1	2021-09-16	20:10:55
amehta121	@DHLExpressIndia 1) Rohit Sharma 2) Kieron Pollard 3) Jasprit Bumrah  😍💝🥳✨ #win #WINWIN  #DHL #contest  #contestalert #contestindia #mumbaiindians #theteambehindtheteam Join  @ranchikuldeep  @amehta121  @cool_bindra  @the_pride_grv  @Indian_Contests  @DHLExpressIndia win,WINWIN,DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	2	['win', 'WINWIN', 'contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/amehta121/status/1438475401727152136	1438475401727152136	1	2021-09-16	20:10:36
GauravP26479152	@DHLExpressIndia 1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack @DHLExpressIndia Tag @NikitaBobade3  @mysterioussu  @porwal_sarika  @Vimla70460529  @PallabiOfficial DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	1	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/GauravP26479152/status/1438475346949513221	1438475346949513221	1	2021-09-16	20:10:22
cool_bindra	@DHLExpressIndia 1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack Join @SoniaKaurBindr1 @SajidSilawat1 @aanchalsweet92 @Jay_parmar17 @7thNovember @PinkyDholakia DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	1	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/cool_bindra/status/1438475137615945733	1438475137615945733	1	2021-09-16	20:09:33
vinodsapra76	@DHLExpressIndia @DHLExpressIndia   1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack  Tags @rajeshsapra @mintoosapra  @handsomeraaj @ramsapra54 @cuteushakumari DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	1	0	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/vinodsapra76/status/1438475052337360905	1438475052337360905	1	2021-09-16	20:09:12
Sweety_pie99	@DHLExpressIndia @cuteushakumari DHL Express India   1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack @DHLExpressIndia DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	0	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/Sweety_pie99/status/1438474958116585472	1438474958116585472	1	2021-09-16	20:08:50
starkumud	@DHLExpressIndia 1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	0	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/starkumud/status/1438474944359194624	1438474944359194624	1	2021-09-16	20:08:46
1_LOPA	@DHLExpressIndia 1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	0	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/1_LOPA/status/1438474848452309006	1438474848452309006	1	2021-09-16	20:08:24
Lokesh_jhaa	@DHLExpressIndia Rohit Sharma, Jasprit Bumrah, Kieron Pollard  #DHL #contest #theteambehindtheteam  @DHLExpressIndia Join @SJ_0016 @Sheetal155  @itsvampbeauty DHL,contest,theteambehindtheteam	0	0	0	['DHL', 'contest', 'theteambehindtheteam']	https://twitter.com/Lokesh_jhaa/status/1438505836645519373	1438505836645519373	1	2021-09-16	22:11:32
AproposHeist	@DHLExpressIndia P 1: Krunal Pandya P 2: Suryakumar Yadav P 3: Trent Boult @DHLExpressIndia #DHL #contest #theteambehindtheteam DHL,contest,theteambehindtheteam	0	0	0	['DHL', 'contest', 'theteambehindtheteam']	https://twitter.com/AproposHeist/status/1438505831582949377	1438505831582949377	1	2021-09-16	22:11:31
Lokesh_jhaa	@DHLExpressIndia Rohit Sharma, Jasprit Bumrah, Kieron Pollard #DHL #contest #theteambehindtheteam  @DHLExpressIndia Join @SJ_0016 @Sheetal155  @itsvampbeauty DHL,contest,theteambehindtheteam	0	0	1	['DHL', 'contest', 'theteambehindtheteam']	https://twitter.com/Lokesh_jhaa/status/1438505791242190861	1438505791242190861	1	2021-09-16	22:11:21
Rahul_14389	@DHLExpressIndia A1) TRENT BOULT. A2) SURYA KUMAR YADAV 3) KRUNAL PANDYA.  @DHLExpressIndia   #DHL #contest  #contestalert #contestindia #mumbaiindians #theteambehindtheteam  Join guys here @sameerghazi11 @Sandy_sam7 @cuteushakumari @sun_itsSD @SanjayJ45449140 @JainShantilal12 @NishantJain_88 DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	2	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/Rahul_14389/status/1438504951534088192	1438504951534088192	1	2021-09-16	22:08:01
SumanJadhav8	@DHLExpressIndia 1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack @DHLExpressIndia  Join @KajolSaxena7  @KDivya18740584  @khemka_nidhi  @davinder__kaur_  @Cutie_girl_2 DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	0	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/SumanJadhav8/status/1438504774706491393	1438504774706491393	1	2021-09-16	22:07:19
ChilledSup	@DHLExpressIndia 1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack @DHLExpressIndia DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	0	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/ChilledSup/status/1438504493579079688	1438504493579079688	1	2021-09-16	22:06:12
Monika_Schaller	#DHL has played a key role in the fight against #COVID19. Especially in this pandemic we live by our motto: connecting people, improving lives! DHL,COVID19	0	0	0	['DHL', 'COVID19']	https://twitter.com/Monika_Schaller/status/1438504448955875346	1438504448955875346	1	2021-09-16	22:06:01
AaRTzuu	@DHLExpressIndia Player 1 - Krunal Pandya Player 2 -  Suryakumar Yadav Player 3 - Trent Boult  #DHL #contest #theteambehindtheteam  @DHLExpressIndia DHL,contest,theteambehindtheteam	0	0	0	['DHL', 'contest', 'theteambehindtheteam']	https://twitter.com/AaRTzuu/status/1438503764864880650	1438503764864880650	1	2021-09-16	22:03:18
imabhishek999	@DHLExpressIndia 1) Krunal Pandya 2) Surya Kumar Yadav 3) Trent Boult  #DHL #contest  #contestalert #contestindia #mumbaiindians #theteambehindtheteam @DHLExpressIndia  Join @abha_mishra19 @ujjawalkumar26 @Fahim6t @Secret_Silyy @Gayathrimohan_ DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	1	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/imabhishek999/status/1438503719134384128	1438503719134384128	1	2021-09-16	22:03:07
shubhliv	@DHLExpressIndia ✅ 🏏 🔵 1) TRENT BOULT 2) KRUNAL PANDYA 3) SURYA KUMAR YADAV  @DHLExpressIndia  #DHL #contest  #contestalert #contestindia #mumbaiindians #theteambehindtheteam  @Indian_Contests  @cool_bindra @manali_583 @Rittick07 @_saycute @onlyprath @Sandy_sam7 @prempyare8888 @TheDataAnalyser DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	2	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/shubhliv/status/1438503629418205185	1438503629418205185	1	2021-09-16	22:02:46
RakshaSolanki05	@DHLExpressIndia 1) Krunal Pandya 2) Suryakumar Yadav 3) Trent Boult  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack @DHLExpressIndia @ujjawalkumar26 @SonaliSBera @Manisha10832911 @ASoni27 @SJ_0016 DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	3	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/RakshaSolanki05/status/1438503495523438592	1438503495523438592	1	2021-09-16	22:02:14
RakshaSolanki05	@DHLExpressIndia 1) Rohit Sharma 2) Kieron Pollard  3) Jasprit Bumrah  #DHL #contest #contestalert #contestindia #mumbaiindians #theteambehindtheteam  @DHLExpressIndia @KajolSaxena7 @Smiley_Bharati @SJ_0016 DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	1	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/RakshaSolanki05/status/1438503230321819665	1438503230321819665	1	2021-09-16	22:01:10
SanjayY44756781	@K16Santosh @DHLExpressIndia @RajeshHegdeBlr @NYerradla @SS_Tanwar @sdasindia @Shubham_1176 @PallabiOfficial @deveshri1989 1) Rohit Sharma 2) Jasprit Bumrah 3) Kieron Pollard  @DHLExpressIndia  #DHL #contest  #contestalert #contestindia #mumbaiindians #theteambehindtheteam DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	1	0	0	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/SanjayY44756781/status/1438503225854861312	1438503225854861312	1	2021-09-16	22:01:09
RakshaSolanki05	@DHLExpressIndia 1) Rohit Sharma 2) Kieron Pollard  3) Jasprit Bumrah  #DHL #contest #contestalert #contestindia #mumbaiindians #theteambehindtheteam  @DHLExpressIndia @GadiyarSumana @ASoni27 @SonaliSBera DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	1	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/RakshaSolanki05/status/1438503120825323527	1438503120825323527	1	2021-09-16	22:00:44
DHLUS	Get your questions ready! Hear from #DHL experts looking to help you take your B2B enterprise global with ease.  Register now for our September 21 webinar:  https://t.co/cpQQ25J2cS  #B2B #ECommerce #International  https://t.co/wkQEliGmfZ DHL,B2B,ECommerce,International	0	0	2	['International', 'DHL', 'B2B', 'ECommerce']	https://twitter.com/DHLUS/status/1438503038310707200	1438503038310707200	1	2021-09-16	22:00:25
DeutschePostDHL	We’ve delivered 1 billion vaccine doses – to combat the pandemic, 1 dose at a time. We’re proud to provide global logistics that helps to protect people from COVID-19 in over 160 countries across the globe. #DHL #WeCare DHL,WeCare	2	2	7	['DHL', 'WeCare']	https://twitter.com/DeutschePostDHL/status/1438502942647074824	1438502942647074824	1	2021-09-16	22:00:02
devenspeaks	@DHLExpressIndia 1) Krunal Pandya 2) Suryakumar Yadav 3) Trent Boult  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack JOIN @imdazzlingqueen  @appa_mb  @luvzshubha  @DRxarc DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	0	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/devenspeaks/status/1438502904659202051	1438502904659202051	1	2021-09-16	21:59:53
ur50nly	@DHLExpressIndia 1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack  Join  @ChilledSup @Akhila_akki06   @musicmagic10 @sengodan4 @pareek197 @dj_bhayani @shanzy_92 @diehard_lover DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	1	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/ur50nly/status/1438502876322549770	1438502876322549770	1	2021-09-16	21:59:46
MunmunD77420711	@DHLExpressIndia 1) Krunal Pandya 2) Suryakumar Yadav 3) Trent Boult  #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack JOIN @blessedkamal @NANDYRICHIK7 @MrRajput2212 @Antony0762 @vinodsapra76 @DipakKu84762434 DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	1	2	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/MunmunD77420711/status/1438502429469802496	1438502429469802496	1	2021-09-16	21:57:59
MunmunD77420711	@DHLExpressIndia 1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah  #DHL #contest  #contestalert #contestindia #mumbaiindians #theteambehindtheteam  @DHLExpressIndia  @Coolboy0033  @DipakKu84762434  @Nibedit20160810 DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	0	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/MunmunD77420711/status/1438501895337771013	1438501895337771013	1	2021-09-16	21:55:52
jaynamshah	One of the perks of working for #DHL is you get a chance to ask question to your favourite @IPL team @mipaltan! Well, my question was to the coach @MahelaJay - have a look at it   #IPL2021 #Cricket @ishankishan51 #Boult  https://t.co/SKY2D6ckWl DHL,IPL2021,Cricket,Boult	1	1	7	['DHL', 'Cricket', 'IPL2021', 'Boult']	https://twitter.com/jaynamshah/status/1438500820119552009	1438500820119552009	1	2021-09-16	21:51:36
Arian4479	@DHLExpressIndia 1 : Rohit Sharma 2 : Kieron Pollard 3 : Jasprit Bumrah  #DHL #contest #theteambehindtheteam  @DHLExpressIndia @0327Sri @KChikkonda @Abhinav93255752 DHL,contest,theteambehindtheteam	0	0	0	['DHL', 'contest', 'theteambehindtheteam']	https://twitter.com/Arian4479/status/1438500213216346121	1438500213216346121	1	2021-09-16	21:49:11
MONA_VALLECHA	@DHLExpressIndia Player 1 : Krunal Pandya Player 2 : Suryakumar Yadav Player 3 : Trent Boult  #DHL #contest #theteambehindtheteam  @DHLExpressIndia @JyotiTalreja14 @AnchalMoolchan3 @sapnajhamtani DHL,contest,theteambehindtheteam	0	0	0	['DHL', 'contest', 'theteambehindtheteam']	https://twitter.com/MONA_VALLECHA/status/1438499724756062212	1438499724756062212	1	2021-09-16	21:47:15
MONA_VALLECHA	@DHLExpressIndia DHL Express India   1) Rohit Sharma  2) Kieron Pollard  3) Jasprit Bumrah @DHLExpressIndia #DuniyaHilaDengeHum #DHL #TheTeamBehindTheTeam #MI #MumbaiIndians #PaltanIsBack Tags @AnchalMoolchan3 @sapnajhamtani @JyotiTalreja14 @VinayakMoolcha1 @dalwani_chandni DuniyaHilaDengeHum,DHL,TheTeamBehindTheTeam,MI,MumbaiIndians,PaltanIsBack	0	0	0	['MumbaiIndians', 'PaltanIsBack', 'MI', 'DuniyaHilaDengeHum', 'DHL', 'TheTeamBehindTheTeam']	https://twitter.com/MONA_VALLECHA/status/1438499606246031364	1438499606246031364	1	2021-09-16	21:46:46
ImJohns07	@DHLExpressIndia 1. Rohit Sharma  2. Kieron Pollard  3. Jasprit Bumrah  #TheTeamBehindTheTeam #DHL  @AnanduAjay24x7 @RainaAthul @binukrishnanb TheTeamBehindTheTeam,DHL	0	0	0	['DHL', 'TheTeamBehindTheTeam']	https://twitter.com/ImJohns07/status/1438499013901242371	1438499013901242371	1	2021-09-16	21:44:25
ImJohns07	@DHLExpressIndia 1. Krunal Pandya 2. Suryakumar Yadav 3. Trent Boult  #TheTeamBehindTheTeam #DHL  @AnanduAjay24x7 @RainaAthul @binukrishnanb TheTeamBehindTheTeam,DHL	0	0	0	['DHL', 'TheTeamBehindTheTeam']	https://twitter.com/ImJohns07/status/1438498878496464907	1438498878496464907	1	2021-09-16	21:43:53
Sonika52507388	@DHLExpressIndia 1. Rohit Sharma  2. Kieron Pollard  3. Jasprit Bumrah    #DHL #contest #contestalert #contestindia #mumbaiindians #theteambehindtheteam @DHLExpressIndia  Join @sarah_khan_05 @VaishaliMaisur2 @Kumarivaishali9 @ShwetaS78620550 @soniyaaajain @NehaPau55339573 DHL,contest,contestalert,contestindia,mumbaiindians,theteambehindtheteam	0	0	1	['contest', 'mumbaiindians', 'theteambehindtheteam', 'contestalert', 'contestindia', 'DHL']	https://twitter.com/Sonika52507388/status/1438498875736657922	1438498875736657922	1	2021-09-16	21:43:52
